propertyID,address,propertyType,priceAUD,priceUSD,publishedDate,lastUpdateDate,buildingSize,bedrooms,bathrooms,parkingSpaces,features,agentName,agency,agentPhone,agentEmail,description
110103505221,"[""1937 Bain Drive"", "" Fayetteville"", "" NC 28301""]",House,"AUD $1,456",USD $950,Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,84.73 m2,3 bedroom(s),1 bathroom(s),,,Rodrick Jackson,SPOAT JACKSON & BROWNE LLC,+1 910-964-7606,,"3 Bedrooms | 1 Bathroom | Cozy Home with Spacious Yard Welcome home to this charming 3-bedroom, 1-bath single-family home conveniently located in Fayetteville near FSU! This property features a bright living area, a functional kitchen with plenty of cabinet space, and comfortable bedrooms. Enjoy a large yard perfect for outdoor activities or relaxing after a long day. Close to shopping, dining, and schools. Easy access to major roads and Fort Bragg. Quiet, established neighborhood **No third-party applications will be accepted. All applicants must apply through our website**"
110103505187,"[""830 Cardinal Street unit: 4"", "" Fort Walton Beach"", "" FL 32547""]",Other,"AUD $1,832","USD $1,195",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,65.03 m2,2 bedroom(s),1 bathroom(s),,,T Payne Walker,My Ardor Realty LLC,+1 850-855-4176,,"This end unit 2-bedroom, 1 bathroom apartment includes vinyl plank flooring, ceiling fans and utility room with washer dryer connections. The unit is not far from both Hurlburt and Eglin AFB."
110103505180,"[""505 Henry Street"", "" Utica"", "" NY 13502""]",Other,"AUD $2,299","USD $1,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,141.31 m2,,,,,John Brown,Coldwell Banker Faith Properties,+1 315-570-6640,,"Quality office space available in the heart of Utica's booming Downtown Arts District, located on the Munson Art Campus. Gleaming hardwood floors throughout with 4 spacious rooms for offices. Fully renovated with a new 1/2 bath, the full 2nd floor is being offered."
110103505175,"[""105 Parkway Drive unit: D Aux Unit"", "" Aberdeen"", "" NC 28315""]",Other,AUD $996,USD $650,Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,,,,,,Holly Spofford Bell,"Carolina Summit Group, LLC",+1 910-690-1065,,"Convenient warehouse or storage space available just seconds from Highway 211 in Aberdeen. This +/-700 SF rear auxiliary warehouse (Unit D) features a 20' x 35' layout, drive-in door, and wooden shelving. Excellent access to US 1, 15-501, 211, and Hwy 5. Tenant pays $50/month in Condo Association dues and $15/month for electric. Available January 1, 2026."
110103505161,"[""3071 SW 27th Ave"", "" Miami"", "" FL 33133""]",Apartment,"AUD $3,219","USD $2,100",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,47.10 m2,1 bedroom(s),1 bathroom(s),,,Dezurey Garcia,"Compass Florida, LLC",+1 305-924-2900,,"This beautifully furnished first floor entry, one-bedroom condo offers the perfect blend of comfort and convenience. Situated within walking distance to the vibrant array of restaurants, charming cafes, and lush parks, this home provides an unparalleled lifestyle experience. Don't miss the opportunity to make this cozy furnished condo your new home. Schedule a viewing today and experience the best of Coconut Grove living!"
110103505170,"[""133 NE 2nd Ave"", "" Miami"", "" FL 33132""]",Apartment,"AUD $5,518","USD $3,600",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,96.25 m2,2 bedroom(s),2 bathroom(s),,,Michelle Sanchez,AF Realty,+1 786-445-2091,,"Experience the ultimate Miami lifestyle in this stunning 2 bed, 2 bath corner unit with enclosed bedrooms & a massive private balcony overlooking the vibrant Downtown skyline! Soaring 10 foot ceilings & stainless steel appliances Rent includes basic cable, internet, and water just move in and enjoy! Indulge in resort style amenities including a rooftop fitness center with breathtaking views, rooftop pool, ground level lap pool, club room, and 24-hour concierge and security. Step outside and walk to Miami’s best dining, shopping, and nightlife, or take a quick drive to Miami Beach, Brickell, Edgewater, or Coral Gables. Don’t miss this rare opportunity to live where Miami truly comes alive!"
110103505154,"[""801 NW 47th Ave"", "" Miami"", "" FL 33126""]",Apartment,"AUD $2,721","USD $1,775",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,56.21 m2,1 bedroom(s),1 bathroom(s),,,Jorge Luis Gutierrez,"ACE Florida Realty, LLC",+1 305-613-0546,,"Nice unit 1/1 tile floor, balcony. Unit in high floor. open view. Excellent location close to the airport. Amenities include, swimming pool, gym, tennis court, Security guard.No last month. Easy to show."
110103505157,"[""675 NW 85th Ct"", "" Miami"", "" FL 33126""]",Apartment,"AUD $3,832","USD $2,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,79.80 m2,2 bedroom(s),2 bathroom(s),,,Maria Fernandez,Keller Williams Realty International Lifestyles,+1 786-241-4501,,"Move in with just first month and one security deposit! Fall in love with this gorgeous 2-bedroom, 2-bath apartment located in the desirable Coral Point community. Enjoy the privacy of a unique two-level layout with a private second-floor entry. The first level features a modern remodeled kitchen with stainless steel appliances, spacious dining and living areas,  impact windows that fill the space with natural light. Upstairs, find two comfortable bedrooms, each with its own upgraded bathroom, and a beautiful terrace perfect for watching the sunrise. Laundry inside the unit for your convenience.  2 parking spaces. Conveniently located near Costco, Publix, Walmart, Macy’s, Home Depot, and major shopping malls, top-rated schools and highways. A perfect blend of comfort, style, and location!"
110103505146,"[""468 Golden Isles Dr"", "" Hallandale Beach"", "" FL 33009""]",Apartment,"AUD $8,430","USD $5,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,232.26 m2,3 bedroom(s),3 bathroom(s),,,Juan Carlos Carvajalino,Beachfront Realty Inc,+1 305-405-0615,,"Incredible 3-bedroom apartment with a stunning water view, private ""Boat Dock"" available, and a huge balcony overlooking the intracoastal. Perfect location just 4 blocks from the beach!! Amazing water view. The spacious layout and modern features make it the perfect place to call home. Very safe neighborhood. Just minutes from the beach, shopping centers, restaurants, and casino. Must see the big open kitchen!! Washer/Dryer in unit. Move in ready. Easy to show. Short term or long term rental. Send your best offer!! With a private boat dock, you can easily access the water whenever you please. Don't miss out on this incredible opportunity - schedule a showing today and make an offer before it's gone!"
110103505148,"[""1800 NW 24th Ave"", "" Miami"", "" FL 33125""]",Apartment,"AUD $4,292","USD $2,800",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,71.26 m2,2 bedroom(s),2 bathroom(s),,,Marta Machina,Pedro Realty International,+1 305-215-6551,,"Stunning view to Miami River unit for rent in Isla del Mar Condominium. Totally remodeled. 2 bedrooms and 1 and a half bathrooms. Spacious balcony to enjoy the sunsets. The building features a private pool and marina in a prime location. Very well located near to close major highways, airport, parks and shops. 24 hours security on site and a mini market.Credit and police report, proof of funds, valid picture ID, pay stubs with your offer.Vacant and ready for a new tenant."
110103505133,"[""737 W CHESTER PIKE unit: 2"", "" HAVERTOWN"", "" PA 19083""]",Other,"AUD $2,452","USD $1,600",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,,,,,,Mary Renshaw,Irving A Miller,+1 610-356-1130,,West Chester Pike frontage. 700 sq foot office space with full bath and parking in front.
110103505137,"[""2600 Collins Ave"", "" Miami Beach"", "" FL 33140""]",Apartment,"AUD $4,292","USD $2,800",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,65.96 m2,2 bedroom(s),4 bathroom(s),,,Osman Delgado,"Grand Realty of America, Corp.",+1 305-931-7878,,"Stunning Corner Condo with Breathtaking Views – Lake Beach Club, Miami Beach.This 2-bed, 2-bath condo offers the best views in the building and an unbeatable location just steps from the beach. Boutique community of only 42 units. Features include stainlesssteel appliances, tile floors, hurricane shutters, in-unit washer/dryer, and a private balcony overlooking the Intracoastal. High-speed internet, cable, and covered parking included.Walk to the beach, Boardwalk, Faena District, and Lincoln Road. Experience the ultimate Miami Beach lifestyle!"
110103505140,"[""500 Alton Rd"", "" Miami Beach"", "" FL 33139""]",Apartment,"AUD $11,496","USD $7,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,68.01 m2,1 bedroom(s),2 bathroom(s),,,Nelson Gonzalez,BHHS EWM Realty,+1 305-674-4040,,"Imagine your life in Miami Beach's tallest and newest luxurious condo, where you can indulge on unmatched, lavish amenities and incredible picturesque views! This exquisite, 1-bedroom residence at FIVE PARK features a gourmet kitchen with Gaggenau appliances, porcelain wood floors, and a large terrace offering breathtaking views of South Beach and the lush Canopy Park. Enjoy 50,000-SF of premium amenities including pool, fitness studio, spa, and restaurant with in-residence dining. Access to a private beach club, the 3-acre Canopy Park in your backyard, and proximity to the Miami Beach Marina, world-class dining, South Pointe Park, and pristine beaches will make this the ultimate Miami."
110103505125,"[""270 Selkirk Drive"", "" North Tonawanda"", "" NY 14120""]",House,"AUD $3,832","USD $2,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,768.90 m2,4 bedroom(s),3 bathroom(s),,"[""Fire Place"", ""Porch""]",Susan Mecca,WNY Metro Roberts Realty,+1 716-407-0373,,"This stunning home offers 4 bedrooms and 2.5 baths, featuring a bright and open great room with a cozy fireplace, a formal dining room, and a large living room perfect for entertaining. The fully fenced yard with a stamped concrete patio provides the ideal outdoor retreat. Enjoy the convenience of a full, partially finished basement and abundant closet space in every bedroom. This home also includes a large, double-wide driveway with an attached, 2 car garage. Located in a beautiful neighborhood, this home has everything you need and more - ready for immediate occupancy!"
110103505132,"[""570 Fernwood Rd"", "" Key Biscayne"", "" FL 33149""]",Townhouse,"AUD $22,226","USD $14,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,339.47 m2,3 bedroom(s),3 bathroom(s),,"[""Patio""]",Cristian Black,BHHS EWM Realty,+1 305-775-3426,,"Experience the best of island living om this stunning 3 bedrooms, 2 bathrooms townhome ideally located in the heart of Key Biscayne. Designed for comfort, style & seamless indoor-outdoor living, this residence combines contemporaty architecture with timeless coastal sophistication. Upon entry, you're greeted by an abundance of natural light that highlights the home's beautiful marble flooring & open-concept design. Spacious living & dining areas, fully equipped kitchen featuring premium appliances. The perfect setting for both everyday living and entertaining. Each of the 3 bedrooms is thoughtgully designed to offer privacy and tranquility. Step outside to your private pool and patio with lush landscaping. Pool maintenance, landscaping & water included in the rental payment."
110103505117,"[""2868 SW 33rd Ct"", "" Miami"", "" FL 33133""]",Townhouse,"AUD $11,496","USD $7,500",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,195.10 m2,3 bedroom(s),3 bathroom(s),,,Raphael Lindor,Real Estate Sales Force,+1 786-921-6182,,"CONER UNIT! Available Unfurnished or Furnished! Stunning & modern 3BR/2.5BA townhome in the heart of Miami! This light-filled home features an open layout, designer kitchen w/ quartz counters & stainless steel appliances, sleek glass staircase, & high-end finishes throughout. Spacious primary suite w/ walk-in closet & spa-style bath. Enjoy a private fenced yard, 1-car garage, impact windows, & in-unit washer/dryer. Unbeatable location near Coral Gables & Coconut Grove, live where luxury meets convenience!"
110103505120,"[""19101 NE 36th Ct"", "" Aventura"", "" FL 33180""]",Apartment,"AUD $5,058","USD $3,300",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,109.72 m2,2 bedroom(s),2 bathroom(s),,,David Saka,"Related ISG Realty, LLC.",+1 786-303-8495,,GREAT UNIT FOR RENT PRICED RIGHT WITH FANTASTIC VIEW
110103505122,"[""188 Scottsville Road"", "" Rochester"", "" NY 14611""]",House,"AUD $3,679","USD $2,400",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,491.29 m2,3 bedroom(s),1 bathroom(s),,"[""Fire Place"", ""Porch""]",Elizabeth Richmond,RE/MAX Realty Group,+1 585-389-1080,,"Awesome single family home in the Genesee Park section of Rochester! Walk or bike to U of R, Strong, and close by Genesee Valley Park. You are also a short walk the Erie canal pathway to venture on for miles! Original wood trim, hardwood floors throughout, newer furnace, hot water heater and updated electrical service. Central AC and heat. 3 bedrooms (all up) and 1 bath (up), dining room, living room, amazing eat-in kitchen and more. House has been completely renovated to include all new paint, refinished hardwood floors, new energy efficient windows and new appliances. Off-street parking and a fenced, large and private rear yard. Laundry in the basement. Very close to shops, restaurants and the various amenities the area has to offer. RIT is approximately a 10 minute drive. Background/credit check, prior rental history and employment/income verification required for all applicants. Tenant pays all utilities and security deposit equal to 1 months rent. Some small pets may be acceptable on a case by case basis and with landlord approval. 1 year lease required; must meet minimum credit and income requirements."
110103505104,"[""401 Ocean Dr"", "" Miami Beach"", "" FL 33139""]",Apartment,"AUD $4,905","USD $3,200",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,60.85 m2,1 bedroom(s),1 bathroom(s),,,James Gillis,Palm Shores Realty,+1 305-283-9179,,"Beautifully updated and fully furnished 1-bedroom, 1-bathroom condo with 1 car garage parking space. Featuring an add'l room with a built-in bed, perfect for use as a den, office, or guest room. Located in Miami Beach's prestigious South of 5th neighborhood, offers stunning ocean views and just steps away from the beach. The open floor-plan includes an open kitchen making it perfect for those seeking a place to enjoy the beach life. Move-in ready, offering a slice of paradise for its new tenant. Plus, residents can enjoy amenities such as a community room, heated pool & more. Cable & Internet included. Enjoy the beautiful sunrise from the balcony & take advantage of the convenient location, allowing for easy access to shopping, top restaurants, an active lifestyle, nightlife, & more."
110103505107,"[""161 NW 40th St"", "" Oakland Park"", "" FL 33309""]",Apartment,"AUD $2,452","USD $1,600",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,372.36 m2,1 bedroom(s),1 bathroom(s),,,Gabriela Pietri,AIO Realty & Property Management,+1 954-305-0087,,"Beautifully updated 1-bedroom, 1-bath unit with a bright and spacious layout. This home features new modern flooring, fresh paint, and an upgraded kitchen with wood cabinetry and granite countertops. The large bedroom includes a walk-in closet and en-suite bathroom. Two assigned parking spaces included for convenience. Coin-operated washer & dryer available in the building. No pets allowed. Centrally located close to shopping, dining, parks, and major highways. Move-in ready and easy to show."
110103505110,"[""1300 S MIAMI AV"", "" Miami"", "" FL 33130""]",Apartment,"AUD $7,357","USD $4,800",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,113.34 m2,2 bedroom(s),2 bathroom(s),,,Kevin Waissmann,Fortune Christie's International Real Estate,+1 305-733-6078,,"Fully finished with window treatments and custom made closets. Brickell at his best ! live in one of the most luxury building in Miami. Brand new 2 bed 2 bath at the SLS, with World class amenities and celebrity chefs restaurants. This bright unit has an excellent split floor plan, with top of the line appliances and cabinetry. Enjoy the very large balcony with superb city views. Rent incl. basic cable, high speed internet"
110103505097,"[""1700 Meridian Ave"", "" Miami Beach"", "" FL 33139""]",Apartment,"AUD $10,730","USD $7,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,97.08 m2,2 bedroom(s),2 bathroom(s),,,Marco Tine,Serhant,+1 786-797-8463,,"The Montclair Condo is a beautiful boutique building located in the heart of South Beach, offering an ideal combination of comfort and luxury living. This fully furnished 2 bedrooms and 2 baths condo has been completely renovated to the highest standards, ensuring that it provides an exceptional living experience for its residents. The condo also comes with a parking space, which is a valuable commodity in South Beach. It means you don't have to worry about finding a spot to park your car when you come home after a long day at work or a night out on the town and residents can enjoy the building's pool, which is perfect for a refreshing dip on a hot summer day or for lounging and soaking up the sun.""Available for monthly rental. High season rates upon request."""
110103505099,"[""2315 N Main Street unit: 100"", "" Anderson"", "" SC 29621""]",Other,"AUD $5,212","USD $3,400",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,,,,,,Silvana Baez,Keller Williams Seneca,+1 864-873-7430,,"Great location on Main Street. If you are looking for a professional place to have your business, you have found the right place. This is a Class A Office Building, two stories tall, all brick, 23,000 square feet, with a large parking space. Signage is available, maintenance, electric, and water are included in the rent. This suite is about 2,100 Sqft. it is located on the first floor. Ideal for Medical or Professional Use This versatile space features a functional layout suitable for a variety of professional or medical businesses. Key Features: Five private offices Open floor plan perfect for workstations, collaboration areas, or flexible use Two restrooms, a kitchen area Welcoming reception area Previously occupied by an insurance agency, the space is clean, professional, and ready for immediate occupancy This suite offers excellent potential for medical practices, legal offices, financial services, consulting firms, or any professional business seeking a well-designed and conveniently located space. Contact us for more details or to schedule a viewing!"
110103505100,"[""690 SW 1st Ct"", "" Miami"", "" FL 33130""]",Apartment,"AUD $6,131","USD $4,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,116.59 m2,2 bedroom(s),2 bathroom(s),,,Raquel Dominguez,Fortune International Realty,+1 786-218-2313,,"2bd/2bath Penthouse, two story loft with 20 ft ceilings in NEO Vertika. Floor to ceiling glass windows overlooking the pool. Hardwood floors on second floor and large white glass porcelain tile on 1st floor. Kitchen has granite counter tops, stainless steel appliances and a custom movable kitchen island. Custom built Closets & track lighting throughout. White roll up, black out window treatments on all windows. Unit is loft layout so there are no doors to bedroom. Walking distance to supermarket, shops, dining and public transportation"
110103505095,"[""1100 S Miami Ave"", "" Miami"", "" FL 33130""]",Apartment,"AUD $5,135","USD $3,350",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,75.44 m2,1 bedroom(s),1 bathroom(s),,,Kevin Waissmann,Fortune Christie's International Real Estate,+1 305-733-6078,,Beautiful Unit!! MUST SEE!!!
110103505091,"[""136 Daniel Moore Street"", "" Portland"", "" TX 78374""]",House,"AUD $3,525","USD $2,300",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,809.37 m2,3 bedroom(s),2 bathroom(s),,"[""Patio"", ""Porch""]",Maria Back,Cass Real Estate,+1 361-443-8997,,"This three-bedroom home sits on an extra-large, fenced corner lot with mature trees providing plenty of shade. The four-sided brick exterior and storm shutters add extra protection during storms. Inside, the all-tile flooring complements two living areas-one a living/dining combo with a built-in china buffet, and the other featuring a brick accent wall, overhead lighting, and patio access. The galley kitchen offers white cabinets, ample counter space, and black-and-white appliances, including an electric smooth-top stove/oven, vent hood, dishwasher, countertop microwave, and refrigerator, with easy access to the garage where washer and dryer hookups are located. Three oversized bedrooms and two bathrooms feature tiled showers, with the main bath boasting an extended vanity. Recent updates include HVAC, interior paint, appliances, flooring, and baths. The spacious front and back yards provide plenty of room for outdoor fun."
110103505087,"[""2022 Newcastle B"", "" Boca Raton"", "" FL 33434""]",Apartment,"AUD $3,372","USD $2,200",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,83.24 m2,2 bedroom(s),2 bathroom(s),,,Stephen Barish,"United Realty Group, Inc",+1 410-961-7911,,"A Fabulous Condo for Rent! Furnished Basic Cable,Internet and Water Included!! Amazing Amenities:Tennis, Pools, Card Room, Theatre, Fitness Center, Etc! Professionally Remodeled Stunning 2BR/2BA lake view Apartment with open floor plan,(kitchen wall removed to provide open-air design concept).Kitchen includes: quartz countertops and Quartz backsplash,slow closing all-wood cabinetry,overhead recessed trim LED lighting, hanging pendant lighting above eat-in quartz counter,lazy susan pantry, black stainless steel SAMSUNG appliances (sabbath mode included). Both bathrooms with frameless sliding roller track glass doors and new vanities. Porcelain tile w/ marble like movement throughout the entire apartment including the bedrooms.Central Air and Remote control modern light/fans in each bedroom."
110103505089,"[""5149 Alton Rd"", "" Miami Beach"", "" FL 33140""]",House,"AUD $33,722","USD $22,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,327.20 m2,5 bedroom(s),5 bathroom(s),,"[""Vaulted Ceiling""]",Esther Percal,BHHS EWM Realty,+1 305-674-4022,,"Exquisitely  upstairs holds 3 spacious bedrooms. Includes guest house, 2-car garage, impact windows & doors, & new roof. Expansion plans for a 1,000 SF primary suite & pool transfer to buyer. A rare blend of history and luxury in prime Miami Beach."
110103505046,"[""313 Meadowbrook Drive"", "" Temple"", "" TX 76502""]",House,"AUD $2,675","USD $1,745",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,861.98 m2,3 bedroom(s),2 bathroom(s),,"[""Fire Place""]",Samantha Evans,PROMANAGE LLC,+1 254-493-9490,,"Available 12/30. Get settled for the New Year! Welcome to 313 Meadowbrook Dr, a charming 1-story house in Temple, TX. This home features sleek ceramic flooring throughout, providing both durability and style. The kitchen is fully equipped with dark cabinets, offering a modern and functional space for all your culinary needs. With three spacious bedrooms and two well-designed bathrooms, this home offers comfort and convenience. The two-car garage provides ample parking and additional storage, while the fenced backyard offers a private outdoor area perfect for relaxation or entertaining. Experience the perfect blend of practicality and comfort at 313 Meadowbrook Dr in Temple. 18-24 month terms preferred but flexible. C ** In person tours required Resident Benefit Package: $29.95 Admin & Doc Processing Fee: $149 FIDO Pet Score determines pet rent amount Tenant to pay $50 Pet Admin Fee per pet upon approval and execution of lease."
110103505047,"[""1310 54th Street unit: 5"", "" Lubbock"", "" TX 79412""]",Other,"AUD $1,150",USD $750,Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,335.46 m2",1 bedroom(s),1 bathroom(s),,,Tony Montegna,Location Rentals,+1 806-794-5800,,"ALL BILLS PAID! Welcome to our charming one-bedroom apartment in the center of Lubbock. This cozy space offers a comfortable living experience with its well-designed layout and convenient amenities. The apartment features a fully equipped kitchen, complete with a refrigerator, stove, dishwasher, and disposal. The large windows are adorned with window coverings, allowing for ample natural light to fill the space. Stay comfortable year-round with the central heat and air. Whether you're a student or a professional, this apartment provides a peaceful and functional living environment. Small pets considered with a $300 deposit LISD Bayless, Atkins, Monterey"
110103505037,"[""1005 SW 48th Terrace unit: 8"", "" Cape Coral"", "" FL 33914""]",Townhouse,"AUD $3,027","USD $1,975",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,335.48 m2,2 bedroom(s),3 bathroom(s),,"[""Porch""]",Mojgan Styner,Moonstone Realty LLC,+1 239-878-0381,,"Beautiful Turnkey 2-Bedroom, 2-Bath SHORT TERM RENTAL Townhouse in SW Cape Coral - great Location! Welcome to your perfect Florida retreat! This fully furnished, turnkey 2-bedroom, 2-bath townhouse is ideally located in the highly desirable Southwest Cape Coral area-just 5 minutes from the Yacht Club, Cape Coral Beach, and the vibrant downtown waterfront. Step inside to find a bright, open floor plan featuring modern decor, a fully equipped kitchen, and comfortable living and dining spaces. Each bedroom offers cozy accommodations and plenty of storage, while both bathrooms are tastefully updated for a fresh, coastal feel. Enjoy the sunshine year-round in your heated community pool or relax on your private lanai with your morning coffee. High-speed Wi-Fi and all utilities are included. (Other new pics will be coming up soon)"
110103505031,"[""2416/2418 XELDA Avenue N"", "" Lehigh Acres"", "" FL 33971""]",Other,"AUD $3,066","USD $2,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,578.28 m2",3 bedroom(s),2 bathroom(s),,,Lily Cordero Garcia,"Starlink Realty, Inc",+1 956-515-9776,,"Brand-new duplex for rent in a quiet, growing neighborhood of Lehigh Acres! Each unit offers 3 spacious bedrooms and 2 modern bathrooms, featuring an open-concept living area and a stylish kitchen with contemporary finishes. Enjoy comfortable living with plenty of natural light, private parking, and convenient access to schools, shopping, and main roads. Perfect for families or professionals seeking a modern rental in a peaceful area - move-in ready and waiting for you!"
110103505035,"[""9685 Misty Meadow Ln"", "" Navarre"", "" FL 32566""]",House,"AUD $3,824","USD $2,495",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"1,060.28 m2",4 bedroom(s),3 bathroom(s),,,Don Huntley,"Gulf Coast Property Management, Co., Inc.",+1 2258504650083,,"Beautiful contemporary 4 bedroom 3 bath home in Navarre. Newer carpet throughout, granite counter tops, center kitchen island, tile floors, walk in pantry. Has a pass through opening to the great room from the kitchen. Also has a bonus room that can be a study or office. Split floor plan. Master bath has garden tub with separate shower and double vanity and his and her walk in closets. Exterior has a cover lanai, 3 car garage and sprinkler system on a well."
110103505026,"[""2517 Providence Street"", "" Fayetteville"", "" NC 28301""]",House,"AUD $1,609","USD $1,050",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,98.11 m2,3 bedroom(s),2 bathroom(s),,,Rodrick Jackson,SPOAT JACKSON & BROWNE LLC,+1 910-964-7606,,This 1056 square foot single family home has 3 bedrooms and 1.0 bathrooms and is available for rent now. Please call to schedule a viewing.
110103505018,"[""2405 Morganton Road"", "" Fayetteville"", "" NC 28303""]",House,"AUD $3,296","USD $2,150",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,"3,682.64 m2",5 bedroom(s),3 bathroom(s),,"[""Attic"", ""Patio"", ""Porch""]",Nicole Mckenna,SOLDIERS FIRST REAL ESTATE LLC.,+1 910-849-1599,,"Beautiful 5 bedroom/ 3 bath brick home centrally located near shopping, Fort Bragg, schools, and downtown. Home features Luxury Vinyl Plank flooring, a formal dining room, a living room, and a sunroom. The cozy kitchen with keeping room features butcher block countertops, backsplash, stainless steel appliances, and a charming fireplace. The main level also has 3 bedrooms and 2 upgraded baths. The finished basement with a private entrance offers a versatile space with a kitchen, den, 2 bedrooms, and bath, this would be perfect as a mother-in-law suite."
110103505016,"[""2904 CLERMONT Street"", "" Jefferson"", "" LA 70121""]",Townhouse,"AUD $1,686","USD $1,100",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,102.19 m2,2 bedroom(s),2 bathroom(s),,,Lynn Dufrechou,KELLER WILLIAMS REALTY 455-0100,+1 504-421-9932,,2 Bedrooms 1.5 baths 2 story unit close to the Jefferson Hwy medical corridor. Stove & refrigeration included. Washer and dryer hookups. Shared back yard. Tandem parking for 2 cars.
110103504977,"[""2909 N Sheridan Road"", "" Chicago"", "" IL 60657""]",Other,"AUD $3,066","USD $2,000",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,55.74 m2,1 bedroom(s),1 bathroom(s),,,Lona Reiling,EXIT Strategy Realty,+1 312-597-6270,,"Corner penthouse unit with an amazing sunny Southwest view. Updated kitchen and lighting throughout unit. Light and airy condo features wood flooring and granite counters. Maintenance-free living with 24 hr door staff, helpful on-site engineer, convenient on-site laundry room, bike storage, and hospitality room. Professionally managed with a beautifully manicured courtyard! Absolutely incredible location near everything LINCOLN PARK and Lakeview have to offer - lakefront path and beach, Diversey Harbor, Lincoln Park Zoo, public transit, and endless shops, grocers, restaurants, cafes and transportation from your doorstep!"
110103504957,"[""830 Cardinal Street unit: 2"", "" Fort Walton Beach"", "" FL 32547""]",Other,"AUD $1,832","USD $1,195",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,74.32 m2,2 bedroom(s),1 bathroom(s),,,T Payne Walker,My Ardor Realty LLC,+1 850-855-4176,,This unit has been recently updated with laminate flooring throughout. It boasts an open floorplan with 2 bedrooms and 1 bathroom not far from Hurlburt or Eglin AFB and includes washer/dryer hook-ups. Lawn maintenance is included.
110103504952,"[""260 N saint marys Road"", "" Libertyville"", "" IL 60048""]",Other,"AUD $5,058","USD $3,300",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,210.43 m2,3 bedroom(s),2 bathroom(s),,,Kasim Alnafoosi,HomeSmart Connect LLC,+1 847-809-7215,,"Location, Space and amenities those can only be found in this hidden Gem. Just little under an Acre enjoy your retreat place to call home. Ranch Style House features generously sized 3 Bedrooms and 2 Full Baths, gourmet kitchen with extra cabinet space and family dining area, Family Room/Home Office Cozy wood burning Fireplace, Gorgeous Oak Hardwood Floors throughout the House, 3-season Sunroom, beautiful Cedar Closet, Entertaining fully finished basement, over 5000 of finished living space, Oversized 2+ spacious garage for extra space and storage, a long Driveway. Book your appointment today"
110103504948,"[""1085 Whalley Avenue"", "" New Haven"", "" CT 06515""]",Townhouse,"AUD $2,452","USD $1,600",Published on: 14 Nov 2025,Last updated on: 14 Nov 2025,728.43 m2,1 bedroom(s),1 bathroom(s),,,Jennifer D'Amato,"Real Broker CT, LLC",+1 203-605-7865,,"Be the first to live in these freshly built one-bedroom apartments, just minutes from Westville's shops, cafes, local universities, and the Merritt Parkway. Each unit features a bright living area, a cozy private bedroom, and an open kitchen with a breakfast bar and dishwasher. Some units also include a private balcony with West Rock views. Common laundry is conveniently located on each floor."
