num_rooms,area,age,distance_city_center,price
4,121,23,29,988365
3,174,24,33,475745
1,133,20,30,648818
2,101,26,26,551806
3,71,10,39,686432
1,128,28,40,748784
2,157,28,34,359418
3,89,10,38,722940
2,51,24,35,229595
1,187,27,11,889588
3,236,7,9,944808
3,104,36,25,255323
3,162,5,49,486450
2,236,28,36,175782
1,179,15,24,144151
4,68,17,16,952392
2,210,36,19,876568
3,104,26,49,561005
2,130,23,15,514300
2,142,23,19,194741
4,138,16,49,573330
1,223,39,20,828209
1,243,39,17,626506
3,59,33,48,983703
1,296,9,38,234205
2,154,28,29,949582
3,127,28,46,850750
1,157,34,49,233371
4,269,7,25,573696
4,256,32,47,577966
4,185,29,40,714904
2,72,35,45,418891
3,141,13,15,187438
1,98,27,35,616937
4,150,6,45,673219
3,272,35,8,725931
4,209,5,48,250555
2,265,16,39,559680
3,61,39,21,710915
1,57,26,15,306736
3,294,15,24,112700
2,138,6,19,922869
4,289,37,47,849917
3,199,23,15,275221
2,272,28,27,416593
4,190,15,15,679586
2,69,20,13,536760
2,144,30,29,531751
2,80,34,34,637309
4,232,36,39,621574
4,102,21,48,107635
1,127,5,39,150387
1,187,24,44,827262
3,299,12,41,569715
4,215,20,5,831531
1,235,28,23,516568
3,175,9,35,272369
2,87,21,22,798797
2,142,4,27,499947
3,197,35,7,592422
3,81,32,43,194731
3,266,13,28,874130
4,182,24,37,551918
3,200,24,34,879212
3,135,16,8,769661
2,82,19,30,646121
1,98,28,29,741669
1,290,33,31,394199
4,75,22,47,213422
2,118,7,10,456674
2,187,20,9,446824
2,278,32,26,225876
2,286,36,39,387857
1,240,8,42,506439
2,262,16,15,631549
2,137,39,19,663809
4,258,27,13,441432
1,258,3,35,520923
3,150,2,21,768428
1,132,29,27,864010
1,120,16,7,984862
2,87,16,12,829011
1,271,2,26,667054
2,96,8,46,779274
4,191,31,17,678182
1,110,24,23,641003
3,69,17,19,728460
1,177,34,38,893196
4,143,28,23,557638
2,166,2,9,626338
4,168,17,6,152894
4,285,36,35,268021
4,189,31,11,214812
3,63,11,30,918908
1,138,4,24,386695
4,219,14,11,201523
2,64,11,24,240128
2,221,1,44,144259
3,236,30,11,708600
3,226,22,9,429356
1,93,26,47,753761
1,62,19,8,145428
3,253,13,26,803998
3,229,34,46,552995
3,274,32,9,382995
1,130,20,18,383500
4,174,17,21,971487
4,97,35,43,759845
3,98,6,27,922006
2,115,6,30,460877
1,226,36,49,726293
4,240,20,30,116850
2,144,13,17,519521
2,207,20,43,464536
3,192,9,23,375706
1,110,12,44,642073
2,121,3,43,578570
4,115,28,48,542415
1,75,27,20,947249
4,165,37,26,735341
3,268,16,6,554098
4,166,22,33,392283
3,231,12,33,345601
2,101,37,22,101424
4,224,25,16,896799
2,173,14,37,703228
2,145,10,14,650399
3,125,12,48,988708
3,211,37,36,793766
3,226,25,22,935888
2,122,6,25,592685
4,150,38,43,198949
3,122,37,49,383189
2,100,12,43,628417
2,242,10,41,891181
2,283,33,30,102220
3,195,17,40,564836
4,78,36,48,384913
2,290,21,33,377327
3,248,17,22,746526
1,91,5,37,539718
2,280,10,8,848585
3,156,32,22,777288
1,68,33,16,381770
1,205,15,38,159349
2,240,30,36,299930
4,148,5,36,608147
1,90,12,15,297426
4,86,3,40,560895
1,193,30,37,318487
1,67,27,25,446291
3,270,25,44,248906
3,219,6,25,197418
3,103,7,8,845817
1,126,32,17,275309
1,289,39,35,999632
2,141,35,49,161665
4,57,39,46,682982
1,298,8,24,415387
1,296,33,8,123230
3,264,16,46,604153
4,150,36,40,354658
2,173,29,23,165311
4,137,23,23,688642
2,183,14,17,226214
3,153,39,47,739927
4,187,11,6,129597
1,207,9,38,241291
3,158,4,48,346379
2,57,21,6,209418
1,186,24,16,871717
4,209,1,38,210694
1,171,21,42,190666
1,198,26,30,667161
1,251,9,47,894338
4,220,33,22,525254
1,97,35,17,245269
3,154,25,23,796973
2,112,17,19,184232
1,72,1,36,395280
3,178,11,7,945757
1,83,35,32,598692
4,79,34,45,595949
2,266,19,5,951995
2,211,1,21,489720
4,143,4,41,641633
3,194,25,18,907320
1,137,8,8,649728
4,233,25,32,729710
2,272,33,39,632943
2,216,20,16,228396
2,54,39,39,443420
3,163,11,46,570759
2,134,22,33,898457
1,287,35,20,718364
2,139,25,23,215224
3,59,30,44,658456
1,256,36,6,449940
4,186,34,47,182198
3,246,6,15,624039
4,202,21,26,991716
2,223,30,20,414020
1,176,1,22,422137
4,63,18,31,695934
1,220,8,22,883429
2,261,35,36,739757
2,219,29,7,379082
3,115,35,43,539828
3,131,7,43,827545
3,100,27,31,104174
1,103,36,19,160358
4,126,32,30,265064
1,264,37,46,119625
4,179,3,46,908281
3,273,26,41,238196
3,192,3,36,836618
1,267,33,28,482263
4,195,5,40,834749
3,120,28,23,888493
3,258,27,23,459231
4,100,20,34,607766
2,248,19,13,777844
4,81,7,29,371084
4,72,35,38,356340
3,66,23,37,530557
3,154,3,49,267092
2,142,7,19,511152
3,156,22,44,304291
4,201,23,43,807187
3,63,28,9,657638
2,99,13,48,542434
2,143,24,13,532289
2,257,7,14,352652
4,277,15,34,782987
3,195,18,27,676748
1,188,19,20,560338
3,67,10,11,919012
3,151,35,41,286591
3,219,30,35,749636
3,100,25,34,468848
3,141,28,47,746032
1,85,30,48,807598
1,65,24,15,557221
1,209,12,40,874285
3,106,6,7,571941
3,206,4,44,576581
4,219,23,12,920096
3,281,20,35,797827
1,233,15,47,390042
1,289,4,49,533215
4,215,7,13,889759
1,217,28,19,219492
2,292,37,38,708369
2,97,17,6,885275
1,191,2,7,634972
2,86,29,5,110943
1,191,16,23,339795
3,178,8,46,658646
3,179,7,17,542930
2,195,25,20,354475
1,81,12,30,638187
1,283,5,8,635200
3,254,35,32,938320
2,248,30,28,938650
1,284,12,17,418109
3,127,26,6,532352
1,242,21,35,372509
1,201,26,45,764627
1,176,35,17,578208
2,150,9,20,213707
2,261,3,38,248443
4,277,36,49,457918
3,176,22,6,848536
4,202,10,44,896326
4,121,35,40,145940
2,108,22,23,439080
4,79,26,44,897780
4,130,27,28,637718
1,94,35,12,250394
3,116,36,11,970233
2,163,21,32,895909
4,75,26,38,914958
1,189,16,32,723449
1,103,23,44,721404
4,128,9,24,964797
3,95,9,23,189043
4,112,19,43,516372
1,67,36,49,830489
4,277,15,48,277605
3,152,5,10,107254
4,128,5,49,653825
4,221,8,47,235339
3,168,2,49,590764
3,282,6,24,381318
1,144,2,42,362386
3,53,1,40,575942
3,159,18,47,172745
3,182,31,21,308469
4,151,18,42,244307
2,160,23,23,979180
3,115,25,16,907001
4,81,24,26,133045
3,116,39,32,527183
4,71,33,11,315365
1,278,34,8,118538
3,209,17,44,196918
4,229,32,49,156531
4,194,14,34,800984
4,297,32,14,258737
4,112,37,48,130322
4,265,2,37,356938
2,86,12,16,730682
2,142,12,31,990865
3,59,34,44,117404
3,53,2,45,151466
2,247,6,33,674590
2,55,7,41,736726
1,261,23,44,650760
4,87,20,19,550617
2,179,4,44,910954
1,51,28,5,989498
2,283,17,23,617674
1,172,23,36,537688
1,109,11,39,915012
3,143,6,45,378568
1,199,6,9,834505
4,92,25,35,870723
2,86,3,35,854835
2,158,37,19,761069
2,175,25,20,546129
1,62,18,22,315876
2,119,16,34,762474
2,281,12,33,297490
2,186,33,49,715873
3,286,36,43,193695
3,60,19,8,574246
3,80,17,8,914317
2,56,14,5,363649
4,267,27,43,431081
4,239,14,9,101137
2,272,27,5,240289
2,60,9,44,208326
4,151,35,8,645585
1,61,27,45,225034
3,126,38,9,271746
1,158,33,18,476355
2,57,11,46,981422
4,59,17,24,569259
3,84,20,20,643273
3,240,17,8,309390
4,248,12,44,787289
1,231,25,11,649916
3,222,16,37,473445
1,165,34,49,990723
1,133,37,12,770946
1,137,38,31,430157
2,91,28,16,846967
2,253,5,45,195700
2,181,21,47,164446
4,121,5,36,448489
3,266,29,10,927002
2,142,38,24,180837
1,248,9,7,769929
1,265,28,48,123857
3,81,36,47,653098
1,196,34,19,970440
2,282,27,18,382934
3,97,24,5,885372
2,265,6,28,611939
3,284,17,7,647327
4,117,10,19,871170
1,73,26,35,550690
4,200,14,48,964289
3,280,21,44,978899
4,124,12,31,893016
1,186,33,6,512943
1,54,31,35,210239
1,213,3,43,711823
2,113,16,5,667637
4,297,36,21,584129
4,146,6,8,938026
1,127,30,46,715079
1,283,3,37,329383
3,109,25,35,165772
1,250,19,5,932295
1,138,15,17,222410
3,71,16,29,225578
3,174,37,12,594801
4,76,21,9,623639
4,92,3,6,465110
4,62,2,18,679781
2,78,3,45,393277
1,71,36,28,928122
1,186,31,26,395581
3,94,4,13,466898
2,169,1,8,589467
1,154,30,45,183861
2,112,21,39,586984
3,75,34,43,763096
1,276,13,5,498191
1,230,2,21,122856
2,159,23,35,729971
4,89,9,49,354914
1,132,5,36,141241
1,131,36,5,618853
4,212,23,5,299091
2,66,13,47,690846
4,120,27,8,643223
3,228,14,28,590438
3,231,11,42,302502
2,153,6,20,525178
4,236,34,25,902812
4,231,17,20,852222
2,106,19,33,582628
2,162,5,11,126762
2,247,9,10,845929
1,100,29,43,300183
1,250,30,30,524521
4,160,18,36,183333
4,53,7,11,559216
1,162,14,43,453761
2,281,33,25,845963
1,93,5,6,295790
3,129,10,30,363603
1,285,28,16,766122
1,292,3,8,754931
2,108,13,10,138695
2,146,7,16,934922
1,244,4,17,101459
3,154,11,35,533317
1,90,29,22,228227
3,66,39,5,431510
4,229,24,24,775791
4,146,37,42,535375
1,270,12,46,839600
3,209,18,18,391577
4,260,24,12,672446
4,218,3,6,489003
2,212,31,28,270628
2,145,6,34,169034
3,231,3,35,823884
2,147,14,11,428665
1,68,25,9,540611
2,110,3,21,131124
1,152,10,18,425019
4,129,26,36,931103
1,144,28,27,997262
2,208,3,37,499581
3,295,13,18,853949
2,102,19,24,838098
2,161,21,8,974524
4,202,13,10,832282
3,162,24,34,371526
4,239,29,44,200425
4,224,19,22,687031
4,288,18,26,303485
4,163,10,32,229970
3,208,5,37,272633
3,226,7,19,286758
2,82,23,44,804993
1,122,5,28,717749
1,274,26,35,429187
3,235,9,32,812846
4,156,2,28,404399
2,165,18,16,333391
3,298,2,12,276799
4,178,27,6,801895
3,232,2,16,285936
1,288,39,12,630428
4,141,8,49,402514
2,80,22,42,107725
1,104,27,13,816274
4,254,32,8,454459
4,164,25,13,111254
3,216,13,26,749889
4,140,30,6,332675
1,230,38,10,643474
2,145,30,5,407907
3,244,27,45,530215
3,189,16,27,918036
4,190,36,6,553941
1,79,22,23,510931
1,245,37,19,410471
4,90,11,38,535907
2,87,4,44,688835
3,208,24,7,706321
2,103,32,14,703868
2,55,37,26,334712
3,53,8,13,787156
4,167,28,43,535748
2,243,38,28,815159
4,291,5,14,627139
1,55,17,41,920125
1,166,11,25,596703
1,298,1,12,897072
2,183,30,6,475355
2,182,38,45,277295
2,101,17,11,812163
1,89,25,9,823773
2,198,9,39,867473
1,78,9,44,712793
1,184,32,12,467772
1,177,2,38,814991
1,111,16,13,914930
3,204,38,32,134418
1,102,7,24,144940
2,91,8,22,932691
1,64,13,47,916770
3,198,24,29,719696
1,154,33,27,756116
4,237,34,40,288286
2,112,39,8,413723
1,102,35,40,783580
3,124,28,15,960737
2,255,17,22,447364
4,163,31,32,157157
2,266,2,22,757631
4,218,34,9,333106
4,292,9,16,173211
4,76,29,8,998183
2,119,24,19,170628
1,73,18,46,396875
4,240,33,8,607820
4,167,32,32,388112
4,228,15,19,537027
3,222,25,27,842217
3,195,27,9,504133
2,164,29,31,126670
4,182,28,7,859918
2,187,36,22,352277
1,294,5,19,444001
4,285,8,10,607383
1,98,21,14,890586
3,58,23,40,438291
4,247,23,28,232224
4,233,10,13,951631
4,218,11,28,124776
1,170,17,7,915854
3,102,33,14,708366
1,139,36,31,111609
1,208,35,9,441476
1,51,16,21,363778
3,283,8,35,244607
1,67,18,10,622519
4,210,38,18,311762
4,240,23,9,642087
4,85,6,32,693893
2,180,10,36,292193
3,149,22,32,472302
3,255,14,48,899014
2,271,39,29,408766
3,261,13,32,706535
2,224,4,38,805473
4,55,6,18,195361
4,271,34,46,424718
1,119,25,32,140157
3,56,9,21,442941
4,180,14,19,479194
3,156,15,25,176802
4,235,24,32,314818
1,102,1,39,229648
1,221,22,44,976768
4,179,6,46,652864
4,90,29,34,536019
4,146,11,20,165837
4,278,37,42,425371
1,126,11,28,703965
4,227,39,25,190977
2,166,37,17,549296
1,182,10,12,411869
2,71,10,36,961566
1,131,25,9,417157
3,59,38,27,901173
2,64,1,15,167584
3,62,10,30,117049
2,135,33,24,291386
2,176,24,34,188385
3,151,9,9,448102
3,70,23,26,437204
2,186,7,47,431387
2,236,37,39,286614
1,165,2,5,688528
1,231,30,40,520434
1,158,6,21,291142
4,138,11,26,981142
4,139,34,31,479556
1,170,5,45,516139
4,207,1,6,167899
2,232,36,38,955380
1,81,16,24,538427
2,248,19,23,864024
3,203,35,12,364162
1,158,30,18,401569
4,272,31,39,942599
2,181,30,33,309172
3,252,20,14,338019
3,156,10,8,842874
1,61,15,13,367508
4,186,21,20,500402
1,119,32,43,550226
3,233,24,31,677179
2,68,18,24,812606
3,220,25,16,993171
1,139,1,42,283004
2,188,12,35,436632
1,170,39,30,717965
3,205,3,5,287882
1,239,23,47,419322
1,99,33,44,760522
4,76,13,8,937361
4,282,35,22,856911
4,134,2,28,388257
3,53,10,37,772460
2,170,33,27,348297
2,172,30,25,783590
3,177,16,25,104874
3,198,13,40,319785
1,127,34,45,823487
4,89,33,31,210652
1,286,29,5,606252
2,114,4,23,369531
2,189,20,13,601860
1,153,15,13,885509
2,293,3,14,377972
2,252,2,17,743435
1,111,4,26,357903
4,69,25,42,938444
2,235,37,25,306660
1,252,29,8,826684
2,122,5,9,601054
1,188,21,19,649386
1,178,37,45,718597
4,88,2,10,592990
1,192,25,29,641580
3,204,4,21,980050
4,148,27,7,984169
1,247,28,41,470316
3,149,38,46,272438
1,217,15,9,619630
3,186,37,28,207842
4,105,33,47,705668
1,187,7,28,995481
3,109,32,46,874730
3,85,22,19,277660
4,220,34,28,856695
4,116,25,21,410798
2,170,31,17,172720
1,288,5,26,711015
2,234,35,38,988265
4,75,28,44,896533
4,158,7,48,597944
4,263,2,19,390068
2,74,8,11,875823
3,159,3,23,969784
1,120,37,31,193052
3,184,13,20,376650
3,293,30,19,953216
1,190,19,47,340853
2,206,15,15,477430
2,217,3,31,110131
1,139,15,15,281122
4,281,6,22,781536
3,265,3,5,194366
2,62,8,20,508142
4,60,9,8,607677
1,74,8,17,332519
1,214,34,34,774673
1,218,24,30,439927
2,84,36,7,465840
3,287,36,46,937703
1,82,27,35,203923
3,140,21,10,351467
4,244,19,36,525086
1,120,16,31,255948
4,191,22,31,268625
2,60,10,8,626006
2,238,20,17,571512
3,86,8,16,101556
2,208,7,36,474577
1,273,22,39,701195
1,272,13,40,775176
4,118,25,20,872913
3,187,10,26,515644
2,187,19,35,905309
2,201,1,17,582632
2,117,36,30,111815
2,158,38,20,570913
2,125,10,27,896554
1,297,23,24,392565
1,173,16,11,954490
2,219,2,30,518316
3,115,12,6,245127
4,230,23,48,256474
1,212,25,9,647762
3,276,17,21,409294
2,76,38,6,704057
3,243,30,46,853113
4,164,14,12,897544
1,146,28,6,615410
1,127,27,29,545025
4,132,4,28,497817
1,209,19,48,343405
3,236,21,22,348347
2,154,26,19,148876
1,227,11,13,684361
1,69,2,19,450604
2,224,14,21,850518
2,73,35,37,945248
2,258,9,45,784394
2,203,38,27,955648
4,257,1,5,266645
4,130,7,48,535176
4,131,28,33,974424
1,295,33,32,593959
3,145,18,31,472422
3,193,33,10,126554
4,134,8,13,908583
1,283,19,40,422662
1,202,12,7,953721
3,142,9,46,850236
2,281,30,11,948078
4,134,20,19,324383
4,149,30,32,692410
3,258,5,35,529016
3,130,8,21,751663
2,268,21,5,246657
3,263,27,36,492549
3,186,16,9,564415
2,85,16,25,432027
1,58,37,17,516269
4,219,3,31,607900
2,204,24,37,605730
4,207,37,47,432641
4,285,7,12,198073
4,147,6,27,492309
4,181,6,34,414723
2,148,38,9,870221
4,292,28,43,362690
1,206,25,9,396301
2,287,31,6,986391
3,249,25,29,447643
4,101,12,23,505994
3,277,6,49,812836
3,102,30,24,306562
2,221,18,29,400220
1,196,17,32,525088
2,70,31,21,240319
2,79,28,17,665246
2,252,3,43,597829
3,140,1,29,438325
3,135,30,46,236361
3,174,27,31,514762
3,53,9,17,924809
3,176,2,41,209053
1,249,7,32,446166
2,100,31,16,233472
4,257,14,43,935265
3,75,23,8,769594
3,110,30,10,255684
2,299,19,45,481259
2,176,18,30,627232
1,80,23,29,663628
2,194,18,28,844499
4,71,23,33,420552
3,109,17,27,678827
3,296,28,33,621063
3,164,34,17,502580
2,287,28,19,111960
3,139,28,24,757235
1,144,39,49,189354
1,289,35,22,379205
4,105,26,28,538002
1,67,22,25,780955
2,113,27,36,498242
4,237,7,27,629459
1,196,34,14,148539
3,282,22,25,473382
4,185,7,31,483956
4,77,35,47,375412
2,274,15,41,659483
4,135,1,29,646868
2,226,1,42,599971
4,128,4,8,682548
3,162,5,45,891554
3,250,12,48,454644
1,64,13,36,584799
3,97,18,26,952974
3,93,4,34,955902
1,203,5,21,578891
3,125,34,9,129520
1,173,38,47,263295
4,187,38,32,960234
2,90,8,35,970550
2,163,29,43,950692
2,54,4,48,177665
2,54,36,11,811158
4,294,22,6,279976
2,155,39,29,283297
3,227,21,27,983314
1,235,31,16,117534
1,206,22,24,228619
4,216,39,48,670804
2,117,31,11,771972
2,244,9,31,359082
3,228,35,20,127389
2,69,32,34,716704
3,63,5,38,599213
3,290,39,9,256773
1,102,34,37,292962
3,286,14,33,994996
2,125,29,8,517014
1,118,8,29,919498
3,232,39,16,742053
4,103,33,38,368339
2,269,20,49,135503
3,143,18,38,883452
1,88,5,31,153201
4,101,35,41,689622
4,278,3,28,439470
2,169,33,17,139845
1,235,38,7,573790
3,164,29,38,146904
4,277,25,31,438218
4,237,7,8,424879
3,156,13,15,523004
4,295,1,19,412426
2,270,34,12,619128
4,225,24,11,596562
2,139,27,9,926738
1,254,37,18,233151
1,105,25,23,409591
1,247,29,5,451064
4,233,5,25,849213
2,161,2,24,388692
1,241,22,47,192355
4,67,29,14,907256
2,164,19,36,174781
1,175,10,48,564905
1,182,1,39,742733
2,50,37,38,297662
2,75,25,12,343172
4,182,4,41,221068
3,198,39,44,184391
3,67,6,38,266647
1,186,9,30,519505
1,52,13,39,665742
4,175,23,35,820100
1,189,32,23,892530
2,86,18,24,883522
1,140,21,33,506115
1,291,26,26,511154
3,196,1,17,390581
2,111,25,46,188703
3,199,33,32,889923
4,133,3,25,671501
1,75,26,6,204457
2,244,8,11,805419
1,252,13,37,288714
1,122,5,11,305546
1,232,15,18,911586
4,222,8,10,185672
3,211,33,10,783754
4,134,38,22,187899
4,180,25,39,809925
4,182,21,37,582767
2,222,12,41,823181
4,53,34,15,668547
3,117,24,15,949299
4,257,17,26,671333
4,88,18,24,620225
3,283,24,14,514859
1,164,7,21,815075
2,101,15,21,770930
1,110,24,17,492441
3,121,13,33,331793
4,278,3,48,822301
2,146,15,16,190248
4,53,5,20,342432
3,120,17,8,300650
3,243,19,14,350835
2,178,8,21,545869
2,292,33,7,579979
4,218,7,35,937417
4,217,10,36,848786
3,132,7,40,685012
3,126,16,38,841658
2,61,38,26,437062
4,241,19,10,653948
4,215,39,43,664286
4,200,27,7,498672
2,205,30,49,752891
4,186,34,25,783098
2,275,11,5,630840
3,154,18,35,167437
4,121,16,18,361890
2,86,36,43,185299
3,135,3,20,185928
4,97,16,45,444412
4,145,16,6,138830
2,103,17,46,774051
3,219,13,12,834796
3,236,5,14,352482
2,275,21,13,127741
1,247,17,18,811780
3,271,18,27,156323
1,255,34,13,360935
2,181,33,5,817015
3,235,1,23,859396
4,85,32,44,684060
1,268,2,21,113674
1,230,19,41,935505
3,231,34,15,431174
3,290,22,10,504975
1,101,18,33,941554
4,84,35,44,550508
3,127,6,47,583557
4,56,22,20,541526
4,290,12,21,369536
3,276,9,11,481198
4,254,17,46,793718
4,64,20,9,258587
3,197,24,46,879900
3,298,21,6,643381
2,63,11,11,882966
4,134,37,27,290112
1,83,5,27,568596
2,285,7,23,830951
1,204,15,13,930943
4,260,37,26,875716
2,182,28,42,499483
4,75,24,10,836748
2,127,24,28,454266
1,212,13,22,263965
3,89,27,22,795542
3,66,5,49,100870
4,296,25,24,644549
2,275,30,46,138936
4,85,4,31,928025
4,121,2,10,225814
4,140,26,27,709197
4,145,38,12,530346
4,139,15,17,785536
3,72,38,26,308471
1,240,6,15,986673
4,266,35,9,155833
4,261,30,17,967117
2,228,23,9,140552
4,52,35,47,566572
4,207,2,42,552406
2,236,17,44,788986
4,245,22,45,442712
3,67,16,9,453298
3,124,22,46,540041
1,258,7,27,178279
2,80,34,8,613810
3,157,5,36,838187
3,85,25,13,644493
4,128,17,35,217717
1,192,35,16,939743
1,297,36,33,741497
4,242,7,48,237818
3,192,29,18,240874
1,272,26,34,900108
4,251,4,38,589295
3,221,21,32,903367
4,72,29,46,671792
4,268,8,23,446931
3,111,15,42,162239
4,138,32,19,509788
1,163,15,47,827283
4,107,18,32,707815
4,201,3,18,762525
4,183,36,19,926020
2,210,3,47,940937
2,98,26,25,152208
3,235,3,21,611751
3,201,12,49,754597
2,171,25,13,958094
3,214,17,37,279143
4,165,11,25,590664
2,217,26,5,183887
1,122,5,39,599867
1,263,16,41,814854
3,283,26,7,267024
3,158,8,49,606792
2,103,15,13,304636
1,149,28,6,181751
3,236,31,31,199444
2,153,23,18,547287
1,120,32,35,897238
2,186,17,30,500231
2,224,10,48,131964
3,252,9,26,104618
1,120,32,8,999363
2,240,21,21,337050
2,285,26,6,471454
3,139,31,16,441952
3,261,24,25,651854
1,218,19,30,103820
3,172,6,36,212088
2,126,6,35,648192
1,101,2,27,778540
1,122,22,23,453115
4,155,5,22,459809
3,76,26,40,517277
4,102,10,6,460075
2,100,34,47,327075
2,134,4,9,946544
4,284,37,20,408277
4,73,23,28,604478
1,58,36,36,767894
2,167,27,24,909096
3,204,14,48,862344
1,189,17,29,560155
3,185,4,35,408423
3,231,12,44,724749
2,102,7,26,308056
1,176,25,11,260056
2,121,19,36,751794
2,190,13,24,437065
2,109,5,25,289297
4,259,33,31,303012
4,133,36,7,881642
2,195,26,24,699119
3,53,16,31,148832
1,122,18,40,686993
3,231,8,24,559162
4,192,12,17,836303
1,130,23,45,295141
3,135,36,14,259057
2,293,3,29,861949
4,257,10,16,803443
1,115,31,42,916060
1,151,39,44,938055
3,75,21,16,967007
3,268,28,36,389175
4,274,3,47,286357
1,215,24,11,712217
3,134,23,8,492428
4,175,28,6,444777
2,118,11,22,154963
4,63,24,49,689363
2,94,3,15,411462
1,233,38,14,867090
3,133,32,49,980353
2,259,21,32,194155
4,57,39,29,238198
3,146,5,42,891825
2,63,21,17,411283
3,208,24,7,219337
3,68,37,8,593350
4,184,28,13,582462
3,99,13,15,124904
3,199,13,43,446205
4,150,13,14,828022
2,159,37,14,751278
3,96,32,18,957839
2,88,29,14,819953
4,283,39,29,629979
2,172,28,30,683693
2,179,38,23,731508
3,224,7,30,865760
4,116,20,40,496281
4,105,18,40,185684
2,88,36,10,216396
1,131,28,13,435190
3,179,28,33,532758
4,169,28,37,661970
2,272,33,22,928486
1,134,14,33,143482
1,129,24,35,375433
4,134,5,46,751020
4,230,8,8,129267
1,83,14,29,480211
4,51,20,14,284748
3,53,6,33,222683
3,64,4,40,699289
3,183,34,40,926164
3,196,35,7,421894
2,57,1,31,130777
2,206,5,41,237588
2,233,4,9,520437
4,114,37,49,549057
2,205,5,44,211475
1,109,37,41,572020
2,253,39,10,257262
3,128,33,16,476785
1,52,32,13,811007
1,128,19,40,510146
3,196,13,19,791971
1,156,27,43,387856
4,175,12,10,225385
2,161,24,19,211951
2,296,8,36,809406
3,265,5,28,603234
4,209,31,44,291979
1,70,24,48,445849
2,242,21,15,322134
2,264,33,41,224203
2,145,36,20,160309
3,103,2,28,620152
3,58,1,49,913716
2,198,18,10,397444
1,98,22,7,157072
3,70,5,7,685060
2,194,17,10,187338
2,222,24,7,573007
2,109,38,31,826525
2,259,25,35,183107
1,103,36,48,350832
2,157,27,23,833710
2,52,35,39,551354
1,140,15,29,136832
1,220,27,40,540862
1,180,12,21,426499
3,106,26,14,373827
3,80,23,30,686752
4,192,29,38,894768
3,165,9,5,961649
2,153,6,12,870169
4,138,30,35,128858
3,110,25,43,884770
4,248,3,42,187923
4,99,6,19,904893
2,120,24,31,291267
3,224,16,26,301009
1,70,34,17,483283
4,263,34,37,131514
1,179,28,13,135368
4,200,38,9,125031
1,232,2,9,458991
3,89,8,21,461662
1,101,24,23,792906
2,63,36,41,889079
2,179,33,25,973411
3,170,34,46,135848
2,236,25,10,914205
1,135,27,10,709761
3,260,7,12,521157
1,216,18,47,359598
3,110,34,10,949248
4,171,7,15,841989
4,209,26,48,948362
2,293,21,16,738543
1,229,26,29,781118
4,145,24,26,602775
2,290,21,20,746338
2,51,22,37,164921
3,104,16,39,109696
2,284,5,31,661557
1,169,3,40,357452
3,296,36,43,330959
1,248,4,29,353362
3,175,28,39,508759
1,100,8,19,649156
4,107,8,41,437495
1,200,23,36,809843
1,277,8,8,458782
3,177,10,48,988321
4,204,3,17,225916
2,229,4,23,239522
2,50,19,19,951679
3,274,31,40,596673
4,233,25,15,509130
4,236,1,32,714841
1,274,4,23,955985
4,172,8,39,540928
3,193,20,32,225844
3,92,39,6,802189
3,121,15,38,374636
2,218,14,45,625545
4,79,16,48,623049
4,120,19,16,493388
4,54,27,46,463345
2,90,5,46,886125
2,216,17,36,523891
2,86,22,43,823468
2,79,28,45,521974
4,197,36,47,426547
3,135,19,15,997317
1,130,7,29,246820
3,89,17,9,995110
3,298,23,44,778721
4,219,37,29,671734
2,220,14,47,728017
1,127,2,36,829043
3,287,29,36,774801
1,189,38,37,361061
1,122,16,9,560229
2,170,20,43,555341
3,246,3,6,752750
4,56,10,35,745107
3,155,3,10,306459
4,250,39,24,324716
1,110,19,7,359463
4,276,13,31,204234
1,214,37,37,695248
2,59,17,8,888318
1,98,25,46,273466
1,120,2,22,910408
1,103,17,10,120164
1,125,17,28,570851
4,274,17,39,760201
3,90,24,16,557295
2,84,11,47,304578
4,292,7,21,855155
2,70,25,20,438310
3,200,8,41,600972
2,203,16,25,611297
3,101,2,17,764944
1,249,4,9,577088
4,115,5,24,357732
4,281,14,28,198516
4,260,30,24,915930
3,102,6,11,610614
1,102,10,15,130145
1,63,14,7,207851
3,192,28,16,872439
2,231,36,7,298458
4,196,24,42,177342
4,60,31,5,515411
1,151,4,43,830516
4,50,29,46,209072
3,273,8,48,792879
4,103,17,5,628813
1,97,13,27,554867
3,210,1,6,539296
3,72,22,26,870098
2,283,18,7,490372
1,286,26,41,645202
4,145,21,17,304098
1,244,21,12,379339
2,142,19,13,877546
4,149,28,20,637632
4,223,6,34,352375
3,165,22,7,258913
3,126,32,39,770511
1,249,38,30,540648
2,299,22,27,219742
3,278,29,13,444776
1,87,27,11,697131
4,280,22,16,371693
1,70,14,11,863546
3,264,14,39,854052
2,131,19,13,174939
3,110,6,40,578162
3,159,23,12,356247
3,287,6,43,745620
2,141,8,8,333035
3,247,7,11,377040
1,177,13,15,575559
1,114,14,40,185389
3,292,6,13,408449
2,91,8,16,133525
3,183,18,47,863226
1,68,2,22,673604
2,132,39,20,666550
4,296,23,29,280839
1,229,22,16,818662
3,235,39,11,102924
4,79,15,12,717809
2,67,25,32,671104
3,131,6,33,207891
4,121,19,29,802971
3,198,20,25,952276
1,258,27,35,634088
1,97,9,11,445603
1,115,12,17,638925
4,68,10,40,269710
1,208,2,28,731192
4,130,22,23,612840
