propertyID,address,propertyType,priceAUD,priceUSD,publishedDate,lastUpdateDate,buildingSize,bedrooms,bathrooms,parkingSpaces,features,agentName,agency,agentPhone,agentEmail,description
310102908211,"[""Local Comercial de 324m2 en Escaz\u00f0: Strip Center Unit For Rent in Trejos Montealegre"", "" Trejos Montealegre"", "" San Jos\u00e9""]",Other,"AUD $9,963","USD $6,500",Published on: 15 Oct 2025,Last updated on: 11 Nov 2025,360.00 m2,,,,,Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This strip center unit is located in Trejos Montealegre, San Jos, Costa Rica, in Escaz county. This property with city view is situated in the rain forest of Costa Rica. The land area of this strip center unit is 360.00 square meter (3, 874.99 square feet), and it has an interior space of 330.00 square meter (3, 552.08 square feet)."
310102886492,"[""Lovely coultry house for rent in San Isidro Heredia"", "" Concepci\u00f3n"", "" Heredia Province""]",House,"AUD $3,525","USD $2,300",Published on: 14 Oct 2025,Last updated on: 11 Nov 2025,"13,315.00 m2",3 bedroom(s),2 bathroom(s),,"[""Indoor Furnished"", ""Garden""]",Laura Bogantes Bogantes Chaves,Domus Verum Real Estate,+506 8705 9899,,"Experience the magic of the mountains in an authentic wooden house. Here, you'll wake up every morning breathing fresh mountain air, surrounded by lush nature and panoramic views of the Central Valley. This charming 150 sqm house in Concepcin de San Isidro de Heredia is more than just a property: it's a lifestyle that combines the charm of wooden architecture with modern comfort. It's the perfect retreat in the mountains of Heredia. Located on an exclusive 13, 315 m private property shared with four other residences, this cozy wooden house offers you privacy and security in a select community setting. Your private space includes 1, 000 m dedicated exclusively for your enjoyment. It is rented furnished and with all utilities included.Features: -45sqm living room with cozy fireplace, perfect for cool mountain nights -30sqm terrace with spectacular views of the Central Valley, ideal for your morning coffee or sunset dinners -3 spacious bedrooms (2.82 x 2.91m, 3.75 x 2.87m, 3.76 x 2.83m) with double beds and handcrafted wooden closets -2 full bathrooms with showers -Fully equipped kitchen with pantry, gas stove, and gas water heater -Spacious workshop or storage room -Waterfront parking for 2 vehicles with access through an electric gate -Shared laundry room with another apartment, washer and gas dryer -The Charm of Natural Wood -Every corner of this property exudes authenticity with its almond wood walls and floors, creating a warm and welcoming atmosphere. Cross ventilation ensures natural freshness year-round, taking advantage of the privileged climate of the Heredia mountains. More than a Home: A Complete Lifestyle All-Inclusive Rent: $2, 300 per month + VAT Your investment includes: Fully furnished house (as shown in photos and video) Water Electricity High-speed internet (400MB) Access to a washer and dryer in the common area Your Private Natural Paradise The property is a true Eden in the mountains: Abundant fruit trees to enjoy fresh harvests, and a garden area. Private hiking trails Forest and riverside to connect with nature Spaces to meditate, exercise, or simply breathe tranquility Strategic Location: The Best Concepcin de San Isidro de Heredia offers you the perfect combination of nature and urban convenience: Exceptional Connectivity: Easy access to Route 32 15 minutes from San Pablo de Heredia 20 minutes from downtown Heredia 30 minutes from San Jos Proximity to San Rafael de Heredia Services at Your Reach: Downtown San Isidro offers: Supermarkets and shops Banks Restaurants and artisanal coffee shops Medical services Ideal For: Retirees and Dream Retirees Single-level home, perfect for those seeking convenience without stairs, a deep connection with nature, and absolute tranquility to enjoy this stage of life. Families Who Value Quality of Life Safe residential area with access to excellent education: Lincoln School Golden Valley School San Pablo European School Quality public schools and colleges Professionals Who Work Remotely 400MB internet, inspiring workspaces, and the peace of mind that only the mountains can offer. Benefits of Living in the Heredia Mountains: Fresh air and spring-like weather year-round Panoramic views that renew the soul Quiet and safe community Unspoiled nature at your doorstep Less pollution and stress Superior quality of life Pet Policy One small pet is considered upon owner approval. Cats are not allowed. Available immediately. Furnished house ready to move in. Location: Concepcin de San Isidro de Heredia, Costa Rica Rent: $2, 300/month (water, electricity, and internet included) Size: 150m construction | 1, 000m private area Bedrooms: 3 with closets Bathrooms: 2 full"
310102875912,"[""s/n"", "" San Antonio"", "" Escazu"", "" San Jose"", "" Escazu"", "" San Jos\u00e9""]",Unit,"AUD $4,598","USD $3,000",Published on: 14 Oct 2025,Last updated on: 11 Nov 2025,151.00 m2,4 bedroom(s),5 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Info C21 Luxa,CENTURY 21 Luxa,+506 8800 7000,,"? Live in Style and Comfort in San Antonio de Escaz High Value, Prime Location!? San Antonio de Escaz? Lot size: 151 m | Construction: 313 m? Price: $3, 000? Schedule your private showing: +506 7108-1779? Where Prime Location Meets Thoughtful DesignLocated in one of the most sought-after and high-value areas in Escaz, this exclusive home within a gated community blends modern architecture, spacious interiors, and exceptional convenience. Enjoy a secure and peaceful setting just minutes from top restaurants, schools, shops, gyms, and cozy shopping plazas.? A Functional Layout Designed for Comfort and Style:? Spacious open-concept kitchen perfect for cooking and entertaining? Independent laundry area + full maids quarters? Bright and airy living and dining areas with large windows and natural light? Covered terrace and private garden ideal for outdoor gatherings and relaxation? Comfort on Every LevelSecond Floor:? Central TV room or family lounge? Master suite with walk-in closet and spacious private bathroom? Two secondary bedrooms, each with its own walk-in closet and private bathroom(Privacy and comfort for everyone in the family!)Third Floor:? Flexible space with a private terrace and full bathroomPerfect as a fourth bedroom, home office, studio, or entertainment room??? Luxury Amenities for a Better Lifestyle? 2 multipurpose ranchos for social gatherings??? 2 fully equipped gyms? Walking trails and large green areas? Dog park? 2 swimming pools for relaxation and family fun? Your New Home in Escaz is WaitingThis home has it ALL: strategic location, spacious design, high-end finishes, and premium amenities. Its not just a propertyits an investment in your quality of life.? Contact me today at +506 7108-1779Schedule your visit and discover why this home is the opportunity youve"
310102875677,"[""s/n"", "" Pozos"", "" Santa Ana"", "" San Jose"", "" Santa Ana"", "" San Jos\u00e9""]",Unit,"AUD $5,365","USD $3,500",Published on: 14 Oct 2025,Last updated on: 11 Nov 2025,370.00 m2,3 bedroom(s),3 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Info C21 Luxa,CENTURY 21 Luxa,+506 8800 7000,,"? Luxury Home in Exclusive Gated Community Space, Style & Security for $3, 500/month!Discover this stunning home available for rent at $3, 500/month, offering 290 m (3, 121 ft) of construction on a 370 m (3, 983 ft) lot, located in a private and family-oriented gated community that combines comfort, safety, and an unbeatable location.With bright, spacious interiors and functional layouts, this property is perfect for families seeking peace, privacy, and conveniencejust minutes from everything you need.? Home LayoutFirst Floor:Elegant living and dining room filled with natural lightCozy terrace, ideal for outdoor dining or entertainingComfortable family roomSpacious kitchen with breakfast nook, perfect for everyday livingSeparate laundry room and laundry patioService/maid's room with full bathroom, discreet and practicalSecond Floor:Master bedroom with en-suite bathroom and two walk-in closetsTwo secondary bedrooms with shared bathroomBright family lounge with balcony, great for relaxing or readingModern home office, ideal for remote work or studyBonus:The home features a water storage tank to ensure constant water supply? Community AmenitiesHeated swimming poolSoccer fieldTennis courtClubhouse for events and celebrationsVisitor parking100% family-friendly atmosphere24/7 security with full surveillance system and gated access? Prime LocationLocated near:SupermarketsTop schools and hospitalsPharmacies and essential servicesEasy access to major highways and nearby neighborhoods? Monthly rent: $3, 500 Contact us to schedule a private showing and experience this incredible home. It has everything youre looking for!"
310102873589,"[""Atenas"", "" Atenas"", "" Alajuela"", "" Atenas"", "" Alajuela Province 20504""]",House,"AUD $1,380",USD $900,Published on: 14 Oct 2025,Last updated on: 11 Nov 2025,492.00 m2,2 bedroom(s),2 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Fred Hayden,Costa Rica Properties Real Estate,+506 8810 0635,,"This beautiful new 90.6 m (975 sqft) home sits on a 492 m (0.12 acres) lot within a quiet and secure gated community, offering the perfect balance of privacy, comfort, and quality of life.The property features 2 spacious and bright bedrooms, 2 full bathrooms, a modern open-concept kitchen integrated with the living area, and a functional laundry space. It also includes high-speed fiber optic Internet, ideal for remote work or online entertainment.Designed for long-term living, this home combines modern finishes, efficient layout, and a cozy atmosphere, with spaces that maximize natural light and ventilation. Its privileged location allows you to enjoy a safe and peaceful environment surrounded by nature, without sacrificing proximity to services, shops, and main roads.Monthly Rent: $900 + security depositDont miss this opportunity. Contact us today!"
310102866321,"[""SAN JOSE"", "" CURRIDABAT"", "" FRESES"", "" TORRE NEST FRESES"", "" Curridabat"", "" San Jos\u00e9"", "" Curridabat"", "" San Jos\u00e9""]",Apartment,"AUD $1,763","USD $1,150",Published on: 13 Oct 2025,Last updated on: 11 Nov 2025,104.00 m2,1 bedroom(s),1 bathroom(s),,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Yendry Zuñiga,RE/MAX CENTRAL,+506 8832 5625,,"400182873041 - Apartment FOR RENT Costa Rica, Curridabat Modern Design Prime Location - Apartment FOR RENT Costa Rica, Curridabat - Modern Design, Private Terrace, Full Appliances, Prime Urban LocationLive the best of modern Costa Rican living at Nest Freses, Curridabat. This elegant one-bedroom apartment features luxury finishes, a private terrace, and full appliances within a secure condo offering resort-style amenities.Prime Location: Nestled in the heart of Freses, Curridabat, walking distance from Starbucks, restaurants, pharmacies, and shops - with quick access to universities, malls, and San Jose's main routes.Apartment Features1 spacious bedroom with walk-in closet1.5 modern bathroomsCozy TV area or home office spaceBright living-dining room with natural light and cross ventilationContemporary open kitchen with integrated layoutIncludes full appliances: refrigerator, oven, microwave, TV, washer, range hoodPrivate terrace - a rare and beautiful feature compared to other units1 covered parking spaceLuxury AmenitiesElegant lobby and 24/7 security receptionFully equipped gym, spa, jacuzzi, sauna, and Turkish bathEvent lounge for private or social gatheringsRooftop terrace with panoramic sitting areasOutdoor green spaces and reading zonesVisitor parkingElectric vehicle chargerBackup power generator and water tankTwo elevators and controlled accessMonthly Rent: $1, 150 USD"
310102848729,"[""Condominio Do\u00f1a Elsie s/n"", "" Gu\u00e1cima"", "" Alajuela"", "" Alajuela"", "" Alajuela"", "" Alajuela Province""]",House,"AUD $1,533","USD $1,000",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,281.00 m2,3 bedroom(s),3 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Info C21 Luxa,CENTURY 21 Luxa,+506 8800 7000,,"?Lot: 281 m?Construction: 165 mLocated within an established condominium of detached houses with patios, offering security, common areas, and quick access to services, schools, and highways. Ideal for those seeking tranquility without straying far from the essentials!Layout:?Integrated living and dining room?Kitchen with expanded cabinetry?Guest half bathroom?Laundry area?3 bedrooms on the second floor?2 full bathrooms?Functional attic?Terrace?Parking for 2 vehicles? Curtains, lamps, and mosquito nets included on second-floor windows.Amenities:? Swimming pool? 2 playgrounds? Pet park? Soccer field? Multi-purpose court? BBQ grill? Green areas? 24/7 security and access control? Perimeter fence and CCTV? Guest parking?Includes condominium fee"
310102847972,"[""Calle Basurero"", "" Sixaola"", "" Limon""]",House,"AUD $582,467","USD $380,000",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,"10,000.00 m2",3 bedroom(s),3 bathroom(s),,,Coldwell Banker Caribe,Coldwell Banker Caribe,+506 7171 8812,,"Embark on a life-changing adventure with this breathtaking 3-bedroom, 3-bathroom sanctuary nestled in Costa Ricas vibrant Caribbean region. Priced at an irresistible $380, 000, this expansive estate offers unmatched value for international buyers seeking a blend of exotic beauty, self-sufficiency, and modern comfort. Just 20 minutes from the pristine sands of Punta Uva beach and 10 minutes from the highway, this property delivers the perfect fusion of serene seclusion and easy access. Spanning a generous 10, 000-square-meter lot, this paradise is your gateway to a thriving, sustainable lifestyle. Imagine waking up to the gentle neighs of three majestic horses and a charming pony, grazing on your land. Picture yourself cultivating fresh fish and shrimp in your own aquaculture system, harvesting tropical fruits from lush orchards, and tending to chickens or other farm animalsall while the soothing sounds of a neighboring river enhance your daily tranquility. The current owners harness the rivers pristine water for sustainable living, and you can too, creating a homestead thats as productive as it is picturesque. Why This Property Inspires: Live Your Farm-to-Table Dream: Grow your own fish, shrimp, and fruits, and raise animals like chickens, goats, or more. This land is a canvas for your sustainable vision. Equestrian Paradise: Three horses and a pony come with the property, ready to roam the vast grounds or join you on scenic rides through the jungle. Riverfront Serenity: The adjacent river not only provides water for farming but also creates a peaceful backdrop for your tropical escape. Tropical Oasis with Modern Comforts: A massive swimming pool invites endless relaxation, while an outdoor kitchen sets the stage for unforgettable gatherings under the stars. Natural Cooling: Refreshing mountain breezes keep the home comfortable, with the option to add air conditioning for ultimate luxury. Special Features: Huge Swimming Pool: Dive into paradise, perfect for entertaining or unwinding in Costa Ricas year-round sunshine. Outdoor Kitchen: Host vibrant barbecues or intimate dinners with the lush jungle as your backdrop. 10, 000 sqm of Opportunity: Fertile land with fruit trees, horses, a pony, and space for expanding your farm or animal haven. River Access: Leverage the nearby river for sustainable water use, enhancing your eco-friendly lifestyle. Unbeatable Value: A rare chance to own a fully equipped homestead at a price that welcomes international buyers. This is more than a homeits a lifestyle that blends adventure, sustainability, and tropical luxury. Whether youre dreaming of a peaceful retreat, a thriving farm, or a family estate with horses and riverfront charm, this Calle Paraiso gem is your chance to make it reality. Dont wait to claim your slice of Costa Rican paradiseschedule a viewing today and start living the life youve always imagined!"
310102839442,"[""Calle de La Hacienda"", "" Gu\u00e1cima"", "" Alajuela Province""]",House,"AUD $4,522","USD $2,950",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,335.00 m2,3 bedroom(s),3 bathroom(s),,"[""Indoor Furnished"", ""Barbecue area"", ""Garden""]",My Properties In Costa Rica,My Properties in Costa Rica,+506 6085 1818,,"Furnished Home for Rent Las Mesetas Condominium, Hacienda Los Reyes Experience the country lifestyle that only Hacienda Los Reyes can offer in this elegant, fully furnished two-story home, located in the exclusive Las Mesetas Condominium in La Gucima, Alajuela. Main Features: 230 m of construction | 336 m lot Two stories 3 spacious bedrooms: Master suite with private bathroom and walk-in closet Secondary bedroom with full bathroom Third bedroom with balcony and beautiful view TV room Open-concept living, dining, and kitchen area with modern design and contemporary furniture Covered terrace and private garden, ideal for relaxing or entertaining Amenities and lifestyle: Living in Hacienda Los Reyes means enjoying a peaceful, secure, and nature-filled environment. The community offers a private club with swimming pools, tennis courts, golf course, polo fields, and large green areas perfect for walking and outdoor activities. Nearby Schools: Country Day School GSD International School Saint Paul College Pan-American School Prime location, just minutes from Auto Mercado, restaurants, shops, and with easy access to Route 27, connecting you quickly to Escaz and the Pacific Coast."
310102835334,"[""Tenuan Haus at La Hacienda \u2013 La Hacienda"", "" Santa Ana"", "" San Jos\u00e9""]",Apartment,"AUD $8,430","USD $5,500",Published on: 11 Oct 2025,Last updated on: 12 Nov 2025,953.00 m2,4 bedroom(s),5 bathroom(s),,,Melissa Lacayo,The Agency | Costa Rica,+506 6027 2747,,"Welcoming family home in high-end condominium in Santa Ana. The Tenuan Haus at La Hacienda is distributed in a single level, a unique and comfortable feature of the house. The home enjoys natural illumination and high ceilings, offering a refreshing and spacious feel. The property enjoys a great location near the clubhouse and amenities at La Hacienda, an exclusive residential community in the popular area of Santa Ana on the west side of San Jos, Costa Rica.A U-shaped driveway guides past manicured gardens with tropical palm trees and green shrub hedges, priming for the refreshing air that characterizes the house. The foyer divides into the private and social areas of The Tenuan Haus, the latter featuring high ceilings and porcelain floors. It has an open space offering living and dining rooms, and a semi divided kitchen with sliding doors.The Tenuan Haus opens through glass sliding doors to the garden. This space is enclosed by a shrub hedge and metal mesh, making it ideal for pets and for social events due to its great privacy. Beautiful mountain and sunset views can be admired from the terrace and are incorporated into the indoor social area.The Tenuan Haus kitchen is distributed around a central kitchen island and includes custom wood cabinets and stainless-steel appliances. The area is equipped with a spacious pantry room and large sliding windows that add a fresh feel. Through sliding doors the kitchen area conveniently connects to the dining room.The private area of The Tenuan Haus is preceded by a well-lit family TV room. Three secondary bedrooms follow, each with private bathroom and air conditioning. The master bedroom offers a spacious area, complemented by an ensuite two-sink bathroom and a large walk-in closet with exquisite custom made wood furniture.The house also offers a laundry area and maids quarters with an independent bathroom. Two indoor parking spaces are offered in the garage, with outside room for a couple more.La Hacienda in Santa Ana is an exclusive residential community that offers a clubhouse with BBQ area and swimming pool, and sports amenities that include a tennis court, gym and sauna, walking distance away from The Tenuan Haus. It has controlled access and 24/7 security, a safe and family-friendly condominium near top-ranked schools, delicious restaurants and shopping malls ton he western part of Costa Rica's capital city of San Jos."
310102832688,"[""Modern Heights Apartment @ Guachipel\u00edn \u2013 Dukana"", "" Guachipelin"", "" San Jos\u00e9 Province""]",Apartment,"AUD $4,905","USD $3,200",Published on: 11 Oct 2025,Last updated on: 12 Nov 2025,190.00 m2,3 bedroom(s),3 bathroom(s),,,Melissa Lacayo,The Agency | Costa Rica,+506 6027 2747,,"Located within the renowned Dukana residential community in Guachipeln, Escaz, this apartment in the west of San Jos offers the perfect balance between contemporary design and natural surroundings. With three spacious bedrooms, two modern bathrooms, and a private balcony, the residence is filled with natural light, creating an inviting atmosphere. Refined finishes and an open layout make it an ideal space for both family living and entertaining.Upon entering, youre greeted by an open-concept social area where the spaces flow naturally from one to another: first the kitchen with a breakfast bar, followed by the dining room, and finally the living room, all integrated into one continuous space. Oversized glass sliding doors open to the terrace, allowing abundant natural light and fresh air throughout the home. The terrace features glass railings that provide unblocked views and enhance the sense of openness.The primary bedroom mirrors this design philosophy, with large sliding glass doors that open directly to a balcony and offer green views. The secondary bedrooms are bright and well-ventilated, each with large windows that bring in natural light. A cozy TV room completes the private area of the apartment, offering a comfortable space for family time.Dukana is one of Escazs most desirable residential communities, thoughtfully designed to integrate urban convenience with lush natural surroundings. Set across 27, 500 m of land, including more than 3, 500 m preserved for reforestation, the community offers a peaceful and private environment while remaining just minutes from international schools, upscale shopping centers, gourmet restaurants, and top medical facilities. Its strategic location ensures quick access to Route 27, connecting residents effortlessly with both San Jos and the Pacific coast.Residents enjoy a wide range of resort-style amenities, including a heated swimming pool with lap lane, childrens pool, fully equipped fitness center, clubhouse, BBQ areas, and landscaped gardens. The community also features playgrounds and a pet park, creating a family-friendly environment supported by 24/7 security and controlled access for total peace of mind.More than just a residence, Modern Heights Apartment @ Guachipeln represents a lifestyle of comfort, sophistication, and exclusivity in one of Costa Ricas most coveted neighborhoods. Its a rare opportunity to live surrounded by nature while enjoying the essence of modern luxury living in Escaz."
310102831402,"[""Atenas"", "" Atenas"", "" Alajuela"", "" Atenas"", "" Alajuela Province""]",House,"AUD $3,832","USD $2,500",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,"2,000.00 m2",3 bedroom(s),2 bathroom(s),1,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Cynthia Wunderink,Coldwell Banker - Pura Vida Paradise,+506 6043 5090,,"Location: Atenas, Costa RicaFor Rent Vistas Gucimo de Atenas$2, 500 USD per month(Utilities not included electricity, internet, and water billed separately)Enjoy the best of Atenas living in this beautiful modern home located in the secure and peaceful community of Vistas Gucimo de Atenas, known for its incredible mountain views, year-round spring-like climate, and proximity to town.Property Features: 3 Bedrooms including 2 spacious master suites, each with private bathrooms and large closets. 2 Full Bathrooms with modern finishes and hot water throughout. Fully equipped laundry area with washer and pila (traditional wash sink). Private Pool & Jacuzzi perfect for relaxing or entertaining guests. Covered Carport with gated private entrance. High-speed Fiber Optic Internet ideal for remote work or streaming. Outdoor Rancho equipped with a full outdoor kitchen, dining space, and lounging area to enjoy Costa Ricas outdoor lifestyle. Automatic private gate for extra privacy and security.Rental Terms:$2, 500/month 1-year minimum lease Utilities (electricity, internet, and water) paid separatelyWhy live in Vistas Gucimo de Atenas?This tranquil gated community offers panoramic mountain views, cool breezes, and easy access to the center of Atenas just minutes away from shops, restaurants, and the highway to San Jos or the beach. Its a favorite for expats and families who want to enjoy the perfect mix of nature, comfort, and security."
310102831399,"[""Ofi-Bodega de 370m2 en San Rafael de Alajuela: Property For Rent in Lindora"", "" Lindora"", "" San Jos\u00e9""]",Other,"AUD $4,598","USD $3,000",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,370.00 m2,,,,,Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This property is located in Lindora, San Jos, Costa Rica, in Santa Ana county. This property with city view is situated in the rain forest of Costa Rica. The land area of this property is 370.00 square meter (3, 982.63 square feet), and it has an interior space of 370.00 square meter (3, 982.63 square feet)."
310102831391,"[""Apartment For Rent in La Sabana"", "" La Sabana"", "" San Jos\u00e9""]",Apartment,"AUD $1,533","USD $1,000",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,33.91 m2,1 bedroom(s),1 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Garden"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This apartment with one bedroom and one bathroom is located in La Sabana, San Jos Costa Rica, in the county of San Jos. This property with city views is situated in the rain forest of Costa Rica. The land area of this apartment is 33.91 square meter (365.00 square feet), and it has a living space of 33.91 square meter (365.00 square feet). This apartment has air conditioning through a wall unit. This apartment is available furnished. The property also features a community pool and a heated pool. Sorry, no pets allowed."
310102812068,,,"AUD $1,839","USD $1,500",,,,,,,,,,,,
310102808302,"[""s/n"", "" Nicoya"", "" Nicoya"", "" Guanacaste"", "" Nicoya"", "" Guanacaste Province""]",Industrial/Warehouse,"AUD $4,292","USD $2,800",Published on: 11 Oct 2025,Last updated on: 11 Nov 2025,"1,000.00 m2",,,5,,,CENTURY 21 Santa Teresa,+506 8821 9953,,"An exceptional leasing opportunity in one of Guanacastes most strategic and high-traffic locations.This brand-new commercial warehouse is located directly on National Route #21, the main road connecting Nicoya and Santa Cruz, offering maximum exposure and convenient access for logistics and transport operations.The property includes 430 m of total construction, with 360 m of warehouse floor space (15 x 24 m), and sits on a 1, 000 m lot providing ample parking areas on the front and left side of the building.Built with modern commercial standards, it features: 2 restrooms, including one fully accessible (Law 7600 compliant). Mezzanine of 3 x 7.5 m, currently being fitted with 2 office spaces. Two 6 x 4 m metal roll-up doors and one pedestrian access gate. 18-inch rain gutters for proper drainage. High-efficiency industrial LED lighting (200W and 150W). 400 GB Telecable fiber internet already installed. Small kitchenette with sink, ideal for staff use.Located right on a high-traffic main road, this warehouse is perfect for logistics centers, storage and distribution, workshops, hardware stores, or businesses requiring visibility and accessibility.A modern and functional commercial space for your business in Guanacaste excellent access, exposure, and infrastructure ready to operate.SEO Keywords:warehouses for rent Guanacaste | warehouse for rent Nicoya | commercial property Costa Rica | industrial warehouse Santa Cruz | new warehouse for rent Costa Rica | commercial real estate Guanacaste | Route 21 warehouse Costa Rica | logistics warehouse Nicoya | rental properties Guanacaste | commercial storage Nicoya | Costa Rica industrial buildings | warehouse near Santa Cruz Guanacaste | Blue Zone business property Nicoya"
310102782117,"[""Apartment For Rent in Uruca"", "" Uruca"", "" San Jos\u00e9""]",Apartment,"AUD $1,916","USD $1,250",Published on: 09 Oct 2025,Last updated on: 11 Nov 2025,"7,100.00 m2",2 bedroom(s),2 bathroom(s),,"[""Indoor Furnished"", ""Outdoor swimming pool"", ""Pool""]",Michelle Zapata Zapata Valerio,DÃºo CR Real Estate,+506 8486 4767,,"This apartment with 2 bedrooms and 2 bathrooms is located in Uruca, San Jos Costa Rica, in the county of Santa Ana. This property with mountain and valley views is situated in the rain forest of Costa Rica. The land area of this apartment is 0.71 hectare (1.75 acre), and it has a living space of 5, 800.00 square meter (62, 430.43 square feet). This apartment is available furnished. The property also features a community pool. Sorry, no pets allowed."
310102782104,"[""House For Rent in San Antonio"", "" San Antonio"", "" San Jos\u00e9""]",House,"AUD $4,598","USD $3,000",Published on: 09 Oct 2025,Last updated on: 11 Nov 2025,200.00 m2,4 bedroom(s),5 bathroom(s),,"[""Outdoor swimming pool"", ""Pool""]",Michelle Zapata Zapata Valerio,DÃºo CR Real Estate,+506 8486 4767,,"This house with 4 bedrooms and 5 bathrooms is located in San Antonio, San Jos Costa Rica, in the county of Escaz. This property with valley view is situated in the rain forest of Costa Rica. The land area of this house is 200.00 square meter (2, 152.77 square feet), and it has a living space of 313.00 square meter (3, 369.09 square feet). The property also features a community pool. Pets are OK."
310102749630,"[""Condominio Hacienda el Coyol"", "" Alajuela"", "" Alajuela"", "" Alajuela"", "" Alajuela"", "" Alajuela Province""]",House,"AUD $3,372","USD $2,200",Published on: 08 Oct 2025,Last updated on: 04 Nov 2025,190.00 m2,3 bedroom(s),3 bathroom(s),,"[""Indoor Furnished"", ""Remote Garage""]",Mariana Zamora,RE/MAX CENTRAL,+506 8829 3819,,"400183992006 - FULLY FURNISHED HOUSE FOR RENT IN HACIENDA EL COYOL, ALAJUELA - Live comfortably and in style in this beautiful home located in one of the most complete and secure gated communities in the area.?? Prime location:Just minutes from Juan Santamaría International Airport, with easy access to main highways leading to the beach. Close to restaurants, dining spots, and essential services.?? House features: - 3 spacious bedrooms, each with its own bathroom and closet - Open-concept living room, dining room, and kitchen - Laundry room - Terrace - Air conditioning - Modern finishes- Fully Furnished?? Community amenities: - 4 common areas with swimming pools - Basketball court - Soccer field - Children's playgrounds - BBQ areas - 24/7 security - Underground electricityA comfortable, modern home ideal for those seeking safety, convenience, and a great location."
310102749607,"[""Los Angeles de Grecia"", "" Grecia"", "" Alajuela"", "" Grecia"", "" Alajuela Province""]",House,"AUD $1,533","USD $1,000",Published on: 08 Oct 2025,Last updated on: 13 Nov 2025,500.00 m2,2 bedroom(s),1 bathroom(s),,"[""Indoor Furnished"", ""Remote Garage""]",Veronica Arguedas,RE/MAX OCCIDENTE,+506 8817 9130,,"400273115043 - Furnished house for rent, Grecia Alajuela - Furnished House for Rent - Los Ángeles, GreciaDiscover the peace and fresh climate of Los Ángeles de Grecia, located about 1, 200 meters above sea level.Property Features:Fully furnished house, ready to move in.2 cozy bedrooms.1 full bathroom.Open-concept living room, dining area, and kitchen with excellent natural lighting.Beautiful garden with fruit trees, perfect for relaxing or enjoying the outdoors.Fully fenced property, offering privacy and security.Electric gate and carport for your convenience.Live surrounded by nature and serenity, just minutes from downtown Grecia. Perfect for those seeking a peaceful, safe place with the charm of a mountain climate.Would you like to schedule a visit? Contact me and discover why Los Ángeles is one of the most pleasant areas to live in Grecia."
310102715373,"[""San Rafael"", "" Central"", "" Alajuela"", """", "" Alajuela Province""]",House,"AUD $8,430","USD $5,500",Published on: 06 Oct 2025,Last updated on: 11 Nov 2025,607.00 m2,4 bedroom(s),6 bathroom(s),2,"[""Outdoor swimming pool"", ""Pool"", ""Remote Garage""]",Vitaclia Real Estate Advisors,Vitaclia,+506 8386 2005,,"Discover your new home at Hacienda Espinal, an exclusive residential community in San Rafael de Alajuela, just minutes from Highway 27. Here you'll find the perfect combination of tranquility and convenience, with quick access to Escaz, Multiplaza Mall, prestigious schools, and the International Airport. This gated community stands out for its security, beautiful gardens, and vibrant family lifestyle.The house, built on a 607 m lot with 420 m of living space, is spread over three levels. It offers four spacious bedrooms with private bathrooms, an attic with a full bathroom, a maid's room, a TV room, an office, a modern kitchen with a pantry, a terrace, and a garden surrounded by nature. The master suite is a true retreat with a walk-in closet and luxurious bathroom. All spaces were designed with high-quality materials, excellent ventilation, and abundant natural light.As a resident, you can enjoy a wide range of amenities: a pool, tennis and basketball courts, bike paths, trails, a gym, playgrounds, a lake, a dog park, and even a sculpture park by artist Jorge Jimnez Deredia. This is more than just a home: it's a unique lifestyle, designed for those seeking comfort, security, and exclusivity."
310102666080,"[""House For Rent in Rio Oro"", "" Rio Oro"", "" San Jos\u00e9""]",House,"AUD $3,066","USD $2,000",Published on: 03 Oct 2025,Last updated on: 11 Nov 2025,150.00 m2,3 bedroom(s),3 bathroom(s),,"[""Outdoor swimming pool"", ""Garden"", ""Pool""]",Raquel Sandino,Vision Urbana Realty,+506 8491 9696,,"This house with 3 bedrooms and 3 bathrooms is located in Rio Oro, San Jos Costa Rica, in the county of Santa Ana. This property with city and mountain views is situated in the rain forest of Costa Rica. The land area of this house is 150.00 square meter (1, 614.58 square feet), and it has a living space of 173.00 square meter (1, 862.15 square feet). This house has air conditioning through a wall unit. The property also features a community pool and a wading pool. Pets are OK."
